id,user_id,date,status
1054,40,2023-07-22,returned
1055,89,2023-07-23,returned
1056,6,2023-07-24,return_pending
1057,99,2023-07-25,returned
1058,20,2023-07-26,placed
1059,9,2023-07-27,completed
1060,43,2023-07-28,completed
1061,18,2023-07-29,returned
1062,19,2023-07-30,returned
1063,7,2023-07-31,completed
